Average_MAE_GAN,Average_MAE_NEAR,Average_MAE_KRIG,Average_MSE_GAN,Average_MSE_NEAR,Average_MSE_KRIG
0.2924994003860247,0.26683999673958336,0.2905798217860433,0.2242243641432267,0.2499130323595717,0.2575988711287379
0.31074042664579526,0.5070470120507813,0.40629540910131645,0.27058951188221375,0.6752709642230907,0.39362556099507756
0.2847242453605859,0.24827476320052086,0.28533321314002824,0.2179969871651012,0.20471094563170575,0.2187780562977253
0.3307107879056187,0.5966860008515624,0.37887201734853176,0.28674617439273886,0.7995119210231925,0.3783652380941992
0.2597466547700984,0.32775456310937506,0.2630258811026931,0.17090678916520255,0.3321961694958346,0.18964176223432616
0.3105560265087764,0.3467828756054688,0.3524595732223497,0.25156610125097045,0.3289444571835339,0.31093429656228255
0.28154719293084496,0.27105110118489584,0.25222065472160005,0.2187321602142632,0.24127648275813504,0.17939614525860317
0.3716964345258724,0.46385897475,0.397021414927027,0.35864467337621764,0.4876106715308487,0.35007387276958374
0.28949579549189336,0.32198978750520835,0.2775968853230832,0.24008347984483172,0.35148833631808923,0.23438701089414674
0.3053062897613051,0.3114861950703125,0.3312761190126244,0.28115895953709713,0.2856890567545235,0.26245184003108274
0.2905438062601717,0.27999399735937497,0.2819351085429911,0.22472881529904207,0.25072331816129156,0.23442103901696165
0.35223091871826095,0.4446052724296875,0.3891513756560251,0.31464001449224316,0.461727490884209,0.36207692871689684
0.2812107974846197,0.2502210953489583,0.26019472202265026,0.2233211703357989,0.21305862387136024,0.19859938430034862
0.3118999170853365,0.49018790832031245,0.4160125724313815,0.2764516166476791,0.6671888527207205,0.40553650753584514
0.28433548633877626,0.23746219670833335,0.24692681387235715,0.21783740236760943,0.19744001650875806,0.1759587463378026
0.4219303424061549,0.5783476086796875,0.4045513646059308,0.42728919653418995,0.6665548003181855,0.34993381323159845
0.2930586927545015,0.2914502573541667,0.25705453285123114,0.22226876750425573,0.26925568206679656,0.19344872663767096
0.3633517650180068,0.5645347297031249,0.4107876704836414,0.32747165698471215,0.7486033342509826,0.4177662841322932
0.26971743345911325,0.219451285125,0.23551688826512066,0.22630694038071628,0.17011921093851004,0.17982351262784527
0.29421142169467907,0.39121715593359374,0.31927864106499343,0.2609757036098322,0.40332504428339117,0.26729431438543383
0.2792078274715602,0.28029206627864584,0.26062162705237474,0.20118872740098345,0.2500325575547877,0.20178022432701861
0.32287072248820803,0.3824791669101562,0.36269096725701594,0.30767779587012006,0.39785346409884303,0.33149576014356674
0.28345658190598505,0.3140172185234375,0.2763556024241284,0.2100104587626275,0.30727069021024084,0.21854429522723987
0.3572515132239945,0.3634614857890625,0.359036186775432,0.3420898820273947,0.3461937601889777,0.325326257349912
0.2717701446777905,0.22085109057291666,0.24848206663105266,0.2042886766532924,0.16855761773676511,0.17755840384664942
0.30938675128344106,0.35281550709765624,0.5431543790711033,0.26134525009501486,0.32111311415437593,0.4825908758835311
0.2819951001818735,0.28679297472916665,0.2574164186600192,0.2065474443486288,0.2591054030870399,0.1934509018155508
0.3021422739602234,0.3971561818203125,0.35981108448874927,0.26221240165861665,0.41917436007585307,0.29598659032270724
0.28050110525695054,0.2293605494791667,0.24241550077720894,0.23851549616183368,0.1759759353649569,0.1845133650620782
0.32078947473075103,0.3948817212460938,0.37905664104783254,0.2650997119954885,0.38252239283434336,0.339081490252486
0.2872299465735032,0.26107407387500003,0.24578931262655238,0.21753373923509964,0.22004923263794693,0.17498136549435292
0.29380288193329385,0.37182585368750004,0.3452769135787292,0.24652401523996154,0.3852250083523694,0.2708220994040532
0.2522393335320225,0.24222292833593753,0.26117059265249915,0.1976812190936551,0.2021752659220215,0.19909961328109346
0.33464241868684125,0.6500453678007811,0.40451649798642686,0.289288024933842,1.0045702596235377,0.3924447510851566
0.30940218132833514,0.2869393316666667,0.28534839078129226,0.2702793355544619,0.2718999920850989,0.2406447355142964
0.33827528325871614,0.443127404875,0.3571722779262681,0.30162287826918466,0.4438231208553344,0.3303353181594148
0.25000225661850234,0.23131378362239582,0.2526399389909161,0.17771987053492586,0.19027758130074227,0.18274833373323265
0.292531509276114,0.2765794639296875,0.3207287401346906,0.3021312291552479,0.2675542171145642,0.3125275345436501
0.2577171120756588,0.27293208633854166,0.2877515695661091,0.19264783206981104,0.25331079844207854,0.22227773365582768
0.3155296145799651,0.452025762875,0.40859698752711315,0.28220995577123964,0.49449364477107083,0.35109972527072164
0.2789758874597651,0.23746219670833335,0.2753699321177773,0.20738685908354357,0.19744001650875806,0.2271638719690059
0.36802169204871205,0.3994296810898437,0.3709861746825913,0.393423821545687,0.409118733030133,0.38085002181074357
0.3073085206399584,0.2998889420026042,0.2776423826554969,0.2528495819149732,0.2816484187183704,0.2188838972610138
0.28694896182126806,0.3632615014375,0.3012973698159659,0.26327111823821575,0.36366005424315956,0.249825297250287
0.3223235832227035,0.27095354003385413,0.2973263362423484,0.2687090457324271,0.2369326436487249,0.2313953278558415
0.32893420013149355,0.4047319107578125,0.3642884995351871,0.3184526818666947,0.41546736272672274,0.3379593903520859
0.3073191089772261,0.39746662922916665,0.3014895771876329,0.226919450021808,0.4253037372163553,0.26163648163177816
0.3046150157322514,0.34000454985937495,0.5441985099514812,0.27844879389520805,0.3309574116307129,0.46584080355995816
0.27775510117198116,0.26043701911197914,0.2646008575296543,0.20324922474848753,0.23627706918381597,0.2104991247147691
0.35563148135018535,0.3505861827070313,0.3701418989591144,0.3324074091074393,0.33609061991455697,0.340767339717757
0.28809426886057343,0.2594460932890625,0.24935613628601408,0.2467099196912564,0.22525694281686912,0.20442559064514568
0.3002740238996863,0.2765794639296875,0.3207287401346906,0.3168131532689099,0.2675542171145642,0.3125275345436501
0.29284905358806457,0.2674393841041667,0.2684613604302926,0.2636202896678559,0.25246388039440815,0.2242049658730968
0.37774742612943313,0.7206897631875,0.397771460709621,0.32116123048233414,1.1094850942388585,0.422592812216371
0.2799424228375764,0.2972936443802084,0.29344499899761484,0.20267958104304132,0.28694207057001714,0.22567839167403062
0.338623742618974,0.34621965158593754,0.34062458477308466,0.34863932958202704,0.35738030774531815,0.3131397710025364
0.2800591797346533,0.34785497215625005,0.2761864051661447,0.20427998429056313,0.3699140106257994,0.2149420078551987
0.3743869285278942,0.62999003690625,0.36191546632923877,0.3716212932622023,1.0092469504017305,0.38256043085190083
0.3084473702161907,0.2940268434817709,0.3144322453679945,0.23413671441997494,0.27598780879691787,0.25532347619130813
0.27308096913481256,0.26602152440625,0.5093203325302265,0.2500533576846552,0.24039306285760037,0.4445456500739684
0.30983204226353694,0.4458928393880209,0.37938830849330035,0.2727270850236999,0.5235110907852571,0.34293856707081954
0.37256714060526275,0.6482244463125,0.3961957024086101,0.33951298318103307,1.0250345391718816,0.42610107106847417
0.292085877879601,0.2816425703828125,0.26795191851743094,0.25758663437300583,0.26070052418210166,0.2308169286853402
0.29154253952192666,0.30982438928125,0.2853219191350998,0.2882320250590074,0.31204371810480414,0.2361579738246688
0.34575338432782976,0.30436239329166676,0.3048839506421252,0.3147869175759635,0.29104478483640267,0.23854986769237066
0.3388779460662344,0.38008775264843747,0.40354340090605223,0.3005447537895607,0.3593079031838616,0.3288576831680273
0.30848864265638654,0.27085764457031253,0.2675558277698627,0.27638865018486614,0.2374030579891839,0.21656820272639707
0.28891726449218225,0.3230815885351563,0.3131266043627058,0.24628342553539312,0.3008339538757284,0.23925345180741284
0.2910772773094343,0.35854327272135417,0.29541041185520556,0.1956661134270131,0.363260093948772,0.2432583794598203
0.30182555425463486,0.37319828821093753,0.31529873150880805,0.27403781062644816,0.3805100617776841,0.28319740920545877
0.30002540194569494,0.23952819679166668,0.2525698127182516,0.24636544197040022,0.18794108397648043,0.19254255905985784
0.3646733244594617,0.3994296810898437,0.3709861746825913,0.38985915765661083,0.409118733030133,0.38085002181074357
0.2796747011111584,0.23368165047916667,0.23985155337092867,0.2340635023001283,0.2026570001447925,0.1777634134772622
0.37165266500715044,0.7206897631875,0.3977714475830174,0.31464894405907623,1.1094850942388585,0.4225927787701083
0.31580185862367743,0.25964272351822915,0.27673846536778424,0.2739474043574751,0.21866470387517878,0.22102427535609778
0.25771924513440225,0.2620602683828125,0.3633988302942093,0.22942318651604235,0.23296424815121544,0.283301814838489
0.29360610154620376,0.246182431171875,0.27356726217570426,0.2238202684392356,0.19123478542866126,0.21511059120794207
0.3647785704548211,0.40383010033593747,0.4040101124235558,0.3408382809809676,0.39398238067995495,0.39280463418606526
0.3026402396276764,0.2420644893619792,0.24553794053779307,0.262479127897743,0.19329982889243102,0.1781561241911789
0.4256518442082975,0.6655091125937499,0.3890060807776151,0.39925773411246324,0.870527550137745,0.33929706924175324
0.2890465920128571,0.25092281654166665,0.257512409719067,0.24430493933408434,0.21979117842074325,0.19218000983105832
0.32435819823089745,0.3791808897109375,0.3483929115467703,0.3383830274799363,0.4017133786703497,0.2853969704444307
0.2798523412045514,0.24880961695052084,0.27709400646471016,0.21425132250817505,0.20862216998357855,0.20915578788301895
0.250749377861475,0.2698900424296875,0.4817600068986453,0.21627079988846987,0.23463047402528825,0.4122845977196778
0.2922556014052491,0.28837797927864584,0.2855821643815581,0.24195416386742097,0.2760991697276939,0.21391308193272765
0.31443066855916696,0.3240518760507813,0.5151802044021753,0.3192217354799466,0.31967380716144067,0.4565025402938685
0.26602216766588754,0.234606430671875,0.2680867573593759,0.20066585147994978,0.2003855261958851,0.20475904978705298
0.32198343948083064,0.40784682024609376,0.3485739049728388,0.28058309433335216,0.4067507449399593,0.2875649104857162
0.279942199885407,0.2650802999140625,0.2587603727196961,0.21993002833481756,0.2371346412317559,0.2028731774769569
0.4023955960407434,0.7420237305664061,0.4433432730418611,0.3792062875493786,1.019484127578374,0.417643708683053
0.2634147585499687,0.260401426453125,0.25095546308978195,0.20991363927994497,0.22492932903687,0.19245789970539165
0.33277972626617,0.7123764991484376,0.42982436724674233,0.3222202206774657,1.1788819988721584,0.5373290918651408
0.2953507016237049,0.2746775363151042,0.29208562901967566,0.22589040053860154,0.2473848465209784,0.2311171004329147
0.28905827606874845,0.3230815885351563,0.31312694524324386,0.2447114282135483,0.3008339538757284,0.23925377661994368
0.28294720225656417,0.2621238187942709,0.26999641625704757,0.20843331856638647,0.2256546366200113,0.2062799457548836
0.3613646412799216,0.4722777284375,0.3803518835372003,0.3127946870264824,0.4743006290383995,0.37600668203459886
0.33037345527683243,0.2647216233072917,0.28542361714444026,0.27948461887689785,0.24453113063267898,0.24927890717922696
0.2981983399844647,0.33111023028906245,0.3234866568019555,0.27311850689882483,0.3127514674709496,0.28741212879551215
0.2620244253568403,0.27761194217708335,0.2435284107168237,0.1942311186753153,0.25473639921936886,0.1714121090558425
0.2648929726124174,0.267110719484375,0.3365267611566938,0.23403882013674693,0.23401643942193492,0.2581764642665462
0.2502091119787803,0.22161276709375002,0.23563416565566095,0.19786960823992758,0.16910612728417387,0.17851559399776917
0.3131332306210973,0.3833923309101563,0.3450716115585537,0.27938218210935756,0.4036007796984161,0.2817009550387865
0.3048537102632897,0.3137505505572916,0.28982558750912396,0.2244631347573587,0.2872254709351066,0.2323295766141198
0.3368561575886694,0.5099522656757813,0.4083495451952634,0.28906468233923205,0.701579855540853,0.4154623957510414
0.27450643031353555,0.2697060528203125,0.2427604768571396,0.21139863292950103,0.244024538197216,0.1898031223249799
0.30491336158010124,0.39523484470703124,0.32615936820117414,0.2706091344809282,0.4074573509919238,0.28653037572430284
0.278867961510421,0.2638745975911459,0.2542273842307029,0.2189952211032922,0.22981091993377512,0.19702504312197902
0.37847732080987745,0.36095665571875,0.3260512372152643,0.3870144849344318,0.36864807585793,0.23917504913358476
0.2864707214047661,0.23269469161458334,0.2506537100670513,0.2334762473117644,0.1789102858897491,0.2016679415326793
0.2964414028049054,0.31622637255078123,0.2993370842785037,0.285793044485276,0.3130784304855627,0.25819477144720215
0.30002009938888335,0.26614754717447914,0.24979380992266656,0.266193890383791,0.22664940594752084,0.19532270809803196
0.3529259123820765,0.43171009840234376,0.3466757907675372,0.3272907900631462,0.4353422450501324,0.3260529378731415
0.2916392668570296,0.25960654318750004,0.2915368297150559,0.22027757901247877,0.20353324956166782,0.21250097501177537
0.334013961084719,0.455648064125,0.3701626516148937,0.2891731436256293,0.47087492838183137,0.3527432569284117
0.2927037015203785,0.25452303897395834,0.255796304142623,0.23182248530395846,0.2102910599565905,0.20379032289991506
0.3404225568905623,0.6227868469921876,0.42220644249090367,0.3366018425892021,0.9975677982966379,0.533149900901815
0.2768513895148694,0.23866298823958335,0.25118026554848627,0.21295001934760452,0.18523844245583795,0.18670736603318253
0.3216432116619649,0.341781370375,0.34109833492405345,0.31396396498022094,0.34171586826169004,0.2976089726502327
0.3420144836281123,0.3732055134296875,0.3247037339000031,0.2733756590242859,0.3876229522581072,0.2971423393165697
0.33356417970387436,0.37195954934375003,0.36359044123250356,0.3459761017857201,0.3857607334691645,0.3619137359358712
0.29217100209512475,0.31975584868489587,0.26877373364180124,0.24617283643061347,0.32460434365239865,0.22453906883464322
0.3816812317041519,0.46385897475,0.3970219892814084,0.367237669715071,0.4876106715308487,0.35007304311576604
0.28704756785095537,0.2575340824921875,0.25947477495372684,0.2177665768931776,0.21149276713964052,0.2022720459429405
0.31515319229779104,0.3590658847851562,0.33938401070574575,0.2833129312932295,0.3524164575111812,0.296925529936934
0.29034764627531306,0.33618292203645833,0.2978690951876237,0.21757815401123873,0.3334554244897825,0.2679701909142182
0.4037512019035606,0.3726797914375,0.40801335792710924,0.41704278470422157,0.36139787640698223,0.3883851612380248
0.2571508693558253,0.2918056866510417,0.23646317594526486,0.18572959981983317,0.28271840680980026,0.1786045154592546
0.32046736821729116,0.38956543385546877,0.3476588221673975,0.34151428689044383,0.41327436991336475,0.33556576160844576
0.2827288908946662,0.2571014843958333,0.2707175135274516,0.20931571455402154,0.22673108519047477,0.22273461640337533
0.32500755462344794,0.30812114099218757,0.36327648030915904,0.30007654664912586,0.3162430888806947,0.3126972460280416
0.302132457605461,0.27257235783593753,0.25461148670771216,0.2496916605201037,0.25712100720505937,0.23342271710252396
0.333803850787914,0.39461588495703126,0.3663799352989141,0.34133514555113226,0.4143265611840843,0.3310286967978258
0.28350013063643803,0.24281900084114583,0.2528287371043178,0.21765944561446948,0.1953149292201797,0.1879812228222203
0.3590645066042333,0.4722777284375,0.38035182212462787,0.30029860362701083,0.4743006290383995,0.37600751191790893
0.27750943210782225,0.2715236929244792,0.26314458161243526,0.2204217097157024,0.2389755886662073,0.20772939311971758
0.2917103950360284,0.3198344186484375,0.28606046830843695,0.2760150004515467,0.3242712710402397,0.23838617188446715
0.27535702478279905,0.22668255223437503,0.24046284591373313,0.2237102189610696,0.18328930619072203,0.18009603385414416
0.33416468375507646,0.4505976130234375,0.36563805899530755,0.30513207183168156,0.46982273711111194,0.357689963631599
0.3015521082037392,0.2929083498723959,0.26853594819018173,0.2366851155340318,0.27761794838148507,0.22089873755441045
0.30093012856106927,0.3292422538554688,0.32953059272865703,0.3071779947136104,0.3386797483164553,0.32933671369156836
0.2811301625908574,0.23065242551302081,0.2423493167769578,0.24041991514204444,0.1876142884542683,0.1863701912349963
0.3219660149847026,0.37130560860546874,0.5415253489292826,0.3040164965339581,0.3723805953474904,0.4834549138601494
0.3211626141491861,0.25231835821093745,0.2652073104124124,0.28365258299778223,0.2142409795378908,0.21102164690128022
0.3693216149485552,0.7206897631875,0.3977714545730477,0.3144138791357409,1.1094850942388585,0.42259278789780924
0.31168675817163277,0.241210260640625,0.301250306967992,0.2551430460586235,0.1977887476081482,0.23033848272776825
0.33824921231519245,0.3414806459375,0.34978818940619144,0.3251012052706096,0.3225958274869441,0.3137838981090239
0.3194450031012342,0.38301609073177084,0.3250312501618338,0.24596302100129466,0.3957745373362032,0.2913355452474144
0.3105755265844955,0.3292422538554688,0.32953059272865703,0.31842836773407657,0.3386797483164553,0.32933671369156836
0.2671851292173152,0.2696346455494792,0.24730583379520935,0.1875940613133956,0.2415056451030044,0.1710936840640843
0.4191019443808861,0.5783476086796875,0.4045513646059308,0.41200101935683664,0.6665548003181855,0.34993381323159845
0.27849030095854443,0.26193983887500005,0.2563627761528343,0.220406846230659,0.23579032996775642,0.2103443889343445
0.364573671682384,0.37450071292578124,0.5367212923900009,0.33315457937942616,0.34093359685863855,0.47035483199287476
0.25830973074251556,0.2628226836744792,0.2656486945873267,0.19978517347741898,0.234740401646766,0.20243371938747792
0.31314505852861957,0.3211130850703125,0.3610765365377443,0.2581675933035166,0.3088186794576198,0.3310045206937809
0.2787269402381673,0.30799430414583334,0.31580333276680067,0.18819167293545583,0.30540011363520825,0.2554206626781251
0.30346662402493935,0.5360304591132812,0.35248354702826457,0.2529936462079392,0.7271924070549298,0.35746871411674513
0.265765178141191,0.32010546777604165,0.2524073545169991,0.17571765987958776,0.32303150076340237,0.17933420067352787
0.32949189667562623,0.3349987728984375,0.36780186238889745,0.3700603109936563,0.34156884893169276,0.36745957705786764
0.27816515494738137,0.2823535235104167,0.30595826517666785,0.20322997621184444,0.286194988609673,0.25152647163188036
0.33387040439490534,0.34621965158593754,0.34062458477308466,0.34101874738029053,0.35738030774531815,0.3131397710025364
0.27234182269166346,0.2697060528203125,0.2427604768571396,0.21210655093493416,0.244024538197216,0.1898031223249799
0.2785488679512114,0.2717011755234375,0.5187309313676335,0.2502586226891717,0.22770208835912856,0.45593883939983293
0.27720182422518197,0.24140752244270836,0.2780785871888622,0.1959900755468921,0.19087847533239807,0.20759676598489196
0.335526563084204,0.79905853665625,0.41989195620866376,0.2851950195654539,1.2749878360007538,0.44206283231754784
0.31223603614974765,0.3694499592161458,0.28388401495374765,0.2224397104256839,0.3713100570026407,0.22493220205233952
0.2620929277458959,0.28471906340234376,0.3568215521941362,0.22645508892600044,0.2710019759809192,0.280758104213116
0.2856196174036705,0.25553386371354164,0.2553288808428065,0.21875214342042704,0.21538438651489078,0.18974595256649984
0.3416747084013059,0.52823837275,0.4287060367662632,0.32002925749783445,0.7191936726647481,0.4568705747922232
0.2714712900586524,0.21992648787760416,0.24193234730039256,0.20787435737902019,0.17132269624936292,0.17157136648663748
0.3061307842718809,0.3731099456015625,0.339394275311135,0.2679919928066132,0.3841864596314703,0.2929392885242848
0.2838891913857249,0.24083691769010418,0.26948991104269254,0.22358192182582362,0.18785499362351724,0.21488941650450577
0.3389370337213897,0.4404831072617188,0.4345083282434335,0.3035328147183637,0.463071805549062,0.3698775893825992
0.2954118368142582,0.29494012228645833,0.2586970374497568,0.2306282872811175,0.2771268204159988,0.19767726101058278
0.2704936913585329,0.2934406290625,0.32950619486772714,0.23319867349790616,0.29624554130342934,0.2731334775613872
0.30616400539019334,0.26467270372395835,0.2395986689390437,0.2606832990942077,0.21694018596451745,0.17579471664922433
0.3193802502449491,0.5437606902070311,0.34056758013826116,0.2702828708561851,0.7329817222147621,0.31832949243357767
0.30861679907157363,0.26446760139843745,0.27332433954989727,0.26156598838522127,0.23850657224336946,0.20895939373919115
0.3141029340513022,0.452025762875,0.40859698752711315,0.28238270080053296,0.49449364477107083,0.35109972527072164
0.2936678114359104,0.2669791146223958,0.26950138237197335,0.24667050373557564,0.24790962410931516,0.22745075809729456
0.26057537432644656,0.3305616141953125,0.30429137611243257,0.2141009793723197,0.33100553031512847,0.2871437996514709
0.27610892885482247,0.22968364809635414,0.2451588674001163,0.21834872073979272,0.1777085787066991,0.1988769878489374
0.29572896471989846,0.6752041117656251,0.5178704739999316,0.24622422095796884,1.118334576100618,0.42335454825876334
0.2619264720679741,0.2947713378359375,0.26164874087727835,0.17799909623667431,0.2821641122477143,0.18132127205517276
0.3637844720311211,0.6122990830898437,0.3524767824626904,0.3176431854149629,0.8187891248529301,0.3240614385562414
0.26434424596407896,0.2340646996927083,0.24206801274555115,0.20162061718185362,0.18497534670577379,0.18979025672853023
0.31022281503512644,0.39601514899609375,0.3461034867713887,0.2728490160812012,0.42279925840098237,0.29668910130612136
0.3008693713660151,0.3007892947552083,0.2498795279860184,0.2355486961546187,0.28702829460583107,0.18484460123409285
0.311101595007463,0.316130511890625,0.31839784101308544,0.3190755635005511,0.3223641042760007,0.31854246014603643
0.29530011246871557,0.2335065593020833,0.24958045630184608,0.23770899209647967,0.19409479506471647,0.19286149797410043
0.36564034532842443,0.38559569092968743,0.3419360190452621,0.35083020105189106,0.37819479190980415,0.2806248435025113
0.2866365353963732,0.2525229462708334,0.270466369647361,0.24152787573545045,0.20955293822279586,0.20829193108758826
0.3108809499306464,0.6444211392109376,0.3925853807765178,0.25367219770919125,1.0178883764408584,0.4631154978761234
0.3088316356713212,0.4333538764791666,0.3727331895603017,0.266090395924494,0.5010934794915282,0.3392960304112644
0.28516621120764585,0.2737517555,0.29706643991024284,0.2667718227954288,0.24618237801743256,0.25091297471451035
0.24772293692616051,0.23457383300260423,0.24165327125717762,0.17740402383670859,0.19301059718958932,0.17431666644213217
0.3584771345875309,0.5841293047539062,0.4108884005052068,0.3309049220778639,0.7807703427057393,0.42484416490352717
0.2628004511104047,0.2887946431328125,0.24753949816058254,0.19257084473728905,0.28151669962675024,0.18666071479245508
0.3057222838116848,0.2920144591757813,0.3281944663705332,0.3234735234412197,0.28016739962829873,0.32381827355192094
0.24209226453772723,0.23223838631770835,0.24940600349966324,0.16264540438173156,0.18751250278814446,0.1787804472665049
0.279778276878551,0.3206296372265625,0.3403548334185605,0.2832516611960829,0.34897365503800637,0.2860363762231119
0.2712721306596608,0.2708000548619792,0.26287326882825646,0.2175876093733068,0.24689351134063872,0.21662857333878827
0.33020160988763736,0.5966860008515624,0.37887201734853176,0.2822564385360178,0.7995119210231925,0.3783652380941992
0.29303710749338313,0.2995803113515625,0.2726513902271304,0.22853714843183584,0.2915217085202725,0.2286655232812627
0.2704859286937561,0.32164600072265626,0.3002257136088061,0.2505266356597943,0.3205977570830363,0.2556936350269922
0.2924027084010612,0.3063681231901042,0.268976382147168,0.22515629966784845,0.2981060214778086,0.21969803333220206
0.34253260074383307,0.29652574752734373,0.38003546981116604,0.34531642449709293,0.30109819175948976,0.32673115847163564
0.28156918035116624,0.24501475322135416,0.23870936700087889,0.2260297651103382,0.19808982096266411,0.1794194440657042
0.32967289204636574,0.35644536736718746,0.33583449988230446,0.3356027213096153,0.347717283726739,0.34097279068019193
0.29291433732911176,0.27346147928906256,0.25638154871159397,0.2527948567300201,0.24966806141268502,0.21529581370925377
0.29241296742641854,0.28651625070312503,0.3288432232772489,0.29062040784007986,0.2844042246490887,0.30992211804308967
0.26797755072943197,0.23105365617447915,0.2436414284864579,0.20105762036935768,0.18377363952272383,0.19095359417149363
0.3089191084582515,0.49355584206249997,0.5059871502504243,0.2575571278745847,0.6602963545867997,0.42947830149872446
0.28756550070301456,0.26587362381770835,0.2616612937560609,0.22585302052815193,0.24500474217784093,0.18900736941481844
0.3273779549693062,0.42769240962890626,0.35532196454799747,0.28891172577843127,0.43120993834159976,0.3622916280753784
0.2767296726797579,0.31819008025,0.2727851686029336,0.20795380020845802,0.32234443878365454,0.22886530678663775
0.3255981955747668,0.3414958948710937,0.32177701688256705,0.3347039429821912,0.35141109169226753,0.3002607046354119
0.26370033922879027,0.2628226836744792,0.2656486945873267,0.20462933233887792,0.234740401646766,0.20243371938747792
0.2932670997647357,0.3786964966835938,0.554412541056837,0.26588502259100566,0.37627323675689406,0.4719804028849201
0.28012763374963456,0.2309045222734375,0.2225219827756065,0.2462212006558175,0.1885521742367626,0.1684936053583798
0.3461715669990881,0.3872004360234375,0.3744115437765281,0.3269906022657425,0.39055668002338684,0.35541469109856405
0.2869030770854603,0.2587672879921875,0.2412676299126442,0.23601279390340804,0.22759345346777485,0.17246613201068853
0.33605806900783636,0.5524268827265626,0.37306879240992236,0.2923219311097853,0.7684759080089831,0.35927134691253804
0.27938092514752116,0.30158072224479165,0.270920950221204,0.23397886306798776,0.3004074764490221,0.2420561364586081
0.3313567946711774,0.416261182234375,0.34247176971708715,0.32126449332335816,0.4301553594628146,0.2846897580352491
