Name,depth,IC
CPT-A0,-8.1433,3.6856047121738476
CPT-A0,-8.1633,3.6653509460409577
CPT-A0,-8.183300000000001,3.658285401907572
CPT-A0,-8.2033,3.6402400238686616
CPT-A0,-8.2233,3.6170468974038106
CPT-A0,-8.2433,3.593841756123728
CPT-A0,-8.263300000000001,3.5703303627030936
CPT-A0,-8.2833,3.559197153973742
CPT-A0,-8.3033,3.555013204446811
CPT-A0,-8.3233,3.544086365754804
CPT-A0,-8.343300000000001,3.5412358386488916
CPT-A0,-8.3633,3.5550755474055653
CPT-A0,-8.3833,3.6013611667382985
CPT-A0,-8.4033,3.643550886842769
CPT-A0,-8.423300000000001,3.6642012338207777
CPT-A0,-8.4433,3.6795660023778742
CPT-A0,-8.4633,3.7147299058311347
CPT-A0,-8.4833,3.757273707233483
CPT-A0,-8.5033,3.748353034764461
CPT-A0,-8.523299999999999,3.725195147786931
CPT-A0,-8.5433,3.6969636646918396
CPT-A0,-8.5633,3.6791775119420103
CPT-A0,-8.5833,3.680448930576371
CPT-A0,-8.603299999999999,3.677233422406286
CPT-A0,-8.6233,3.6672008598291272
CPT-A0,-8.6433,3.6792118155151137
CPT-A0,-8.6633,3.687097500549418
CPT-A0,-8.6833,3.680802728623587
CPT-A0,-8.7033,3.6910714220878793
CPT-A0,-8.7233,3.6775008136042673
CPT-A0,-8.7433,3.676770842074652
CPT-A0,-8.7633,3.6565342972295474
CPT-A0,-8.7833,3.6349696792825497
CPT-A0,-8.8033,3.6222045767105984
CPT-A0,-8.8233,3.603891616216155
CPT-A0,-8.8433,3.608656576515868
CPT-A0,-8.8633,3.6005881053514095
CPT-A0,-8.8833,3.60011755416326
CPT-A0,-8.9033,3.6052951416605876
CPT-A0,-8.9233,3.616246077129075
CPT-A0,-8.9433,3.608116334751011
CPT-A0,-8.9633,3.601272842431578
CPT-A0,-8.9833,3.5822171256420114
CPT-A0,-9.0033,3.546416390842021
CPT-A0,-9.0233,3.545638333402854
CPT-A0,-9.0433,3.569131634337849
CPT-A0,-9.0633,3.575581447627135
CPT-A0,-9.0833,3.5549051506484726
CPT-A0,-9.103299999999999,3.531104009895511
CPT-A0,-9.1233,3.546893126811381
CPT-A0,-9.1433,3.591796180396871
CPT-A0,-9.1633,3.6438367415175463
CPT-A0,-9.1833,3.6745459103271827
CPT-A0,-9.2033,3.705635756305273
CPT-A0,-9.2233,3.7349961957540385
CPT-A0,-9.2433,3.7441508957302414
CPT-A0,-9.2633,3.7334178763621266
CPT-A0,-9.2833,3.7247733294314482
CPT-A0,-9.3033,3.7112094796135096
CPT-A0,-9.3233,3.6988357372564504
CPT-A0,-9.3433,3.669275974895534
CPT-A0,-9.3633,3.6572550356573204
CPT-A0,-9.3833,3.6272357584158104
CPT-A0,-9.4033,3.626713843062901
CPT-A0,-9.4233,3.6132972291757484
CPT-A0,-9.4433,3.607149214127592
CPT-A0,-9.4633,3.6256177124545306
CPT-A0,-9.4833,3.6289480665965637
CPT-A0,-9.5033,3.6323418934565352
CPT-A0,-9.5233,3.637751318868881
CPT-A0,-9.5433,3.628573472243908
CPT-A0,-9.5633,3.6361142342062402
CPT-A0,-9.5833,3.6520799075098913
CPT-A0,-9.603299999999999,3.666284973912961
CPT-A0,-9.6233,3.6720579223284204
CPT-A0,-9.6433,3.6600512829750063
CPT-A0,-9.6633,3.6615156319244155
CPT-A0,-9.6833,3.660794360424882
CPT-A0,-9.7033,3.6600745047104626
CPT-A0,-9.7233,3.665894375534288
CPT-A0,-9.7433,3.6851678113742175
CPT-A0,-9.7633,3.7027025487972103
CPT-A0,-9.7833,3.7018630391390435
CPT-A0,-9.8033,3.7033446321602543
CPT-A0,-9.8233,3.711842984029909
CPT-A0,-9.8433,3.699358057674139
CPT-A0,-9.8633,3.700820040880727
CPT-A0,-9.8833,3.7201203715470568
CPT-A0,-9.9033,3.721568183293265
CPT-A0,-9.9233,3.730008687107597
CPT-A0,-9.9433,3.7361791732528036
CPT-A0,-9.9633,3.7190065109422936
CPT-A0,-9.9833,3.704597470723045
CPT-A0,-10.0033,3.697144798870649
CPT-A0,-10.0233,3.696363055704214
CPT-A0,-10.0433,3.7247892184963107
CPT-A0,-10.0633,3.7497464341824918
CPT-A0,-10.0833,3.74880418643787
CPT-A0,-10.103299999999999,3.7434676462681216
CPT-A0,-10.1233,3.712297727892306
CPT-A0,-10.1433,3.6982123675760237
CPT-A0,-10.1633,3.699623594848446
CPT-A0,-10.1833,3.7165719388216734
CPT-A0,-10.2033,3.7293570748004314
CPT-A0,-10.2233,3.721662660402269
CPT-A0,-10.2433,3.70523441144913
CPT-A0,-10.2633,3.6871668034150695
CPT-A0,-10.2833,3.686427024364027
CPT-A0,-10.3033,3.6878132038707068
CPT-A0,-10.3233,3.71003628187096
CPT-A0,-10.3433,3.713570552377633
CPT-A0,-10.3633,3.7092559807032943
CPT-A0,-10.3833,3.704098056495605
CPT-A0,-10.4033,3.6968484936499033
CPT-A0,-10.4233,3.706244657960976
CPT-A0,-10.4433,3.6970983440608562
CPT-A0,-10.4633,3.686073197001699
CPT-A0,-10.4833,3.685384831335233
CPT-A0,-10.5033,3.7011882086422245
CPT-A0,-10.5233,3.6983735765940735
CPT-A0,-10.5433,3.6853497137748197
CPT-A0,-10.5633,3.668693548541172
CPT-A0,-10.5833,3.6468201571822885
CPT-A0,-10.603299999999999,3.6654786495472385
CPT-A0,-10.6233,3.662976892023125
CPT-A0,-10.6433,3.6548618837648656
CPT-A0,-10.6633,3.6199029594455108
CPT-A0,-10.6833,3.603129537509923
CPT-A0,-10.7033,3.5871735097302575
CPT-A0,-10.7233,3.4880730513619773
CPT-A0,-10.7433,3.402110329136935
CPT-A0,-10.7633,3.44071308241066
CPT-A0,-10.7833,3.526127051291161
CPT-A0,-10.8033,3.528237016919997
CPT-A0,-10.8233,3.342700158429967
CPT-A0,-10.8433,3.1581446937840316
CPT-A0,-10.8633,3.050143707566774
CPT-A0,-10.8833,3.0662365922895414
CPT-A0,-10.9033,3.1571019687325834
CPT-A0,-10.9233,3.219289229172291
CPT-A0,-10.9433,2.8632913505303206
CPT-A0,-10.9633,2.562354131908763
CPT-A0,-10.9833,2.481697220995193
CPT-A0,-11.0033,2.500490338953601
CPT-A0,-11.0233,2.576345526079884
CPT-A0,-11.0433,2.659954877426859
CPT-A0,-11.0633,2.750816811262359
CPT-A0,-11.0833,2.834258119368414
CPT-A0,-11.103299999999999,2.8890353201854992
CPT-A0,-11.1233,2.9055295705188113
CPT-A0,-11.1433,2.854821913181526
CPT-A0,-11.1633,2.7141342819407144
CPT-A0,-11.1833,2.608997076130833
CPT-A0,-11.2033,2.5652826037762333
CPT-A0,-11.2233,2.588350486447547
CPT-A0,-11.2433,2.6663996043022737
CPT-A0,-11.2633,2.771831397457645
CPT-A0,-11.2833,2.839899432620608
CPT-A0,-11.3033,2.8311733492983606
CPT-A0,-11.3233,2.6543225340813703
CPT-A0,-11.3433,2.4997421342942814
CPT-A0,-11.3633,2.455635755435992
CPT-A0,-11.3833,2.5066216588341974
CPT-A0,-11.4033,2.5734259823732315
CPT-A0,-11.4233,2.6313462317019596
CPT-A0,-11.4433,2.6983395793259657
CPT-A0,-11.4633,2.7266987852634443
CPT-A0,-11.4833,2.7523357815209857
CPT-A0,-11.5033,2.7587082397552622
CPT-A0,-11.5233,2.728659797648597
CPT-A0,-11.5433,2.6588951560202823
CPT-A0,-11.5633,2.5820142421932286
CPT-A0,-11.5833,2.566693977832372
CPT-A0,-11.603299999999999,2.581918444362012
CPT-A0,-11.6233,2.593761777173536
CPT-A0,-11.6433,2.587035060813261
CPT-A0,-11.6633,2.587139654854926
CPT-A0,-11.6833,2.5940674955078995
CPT-A0,-11.7033,2.62274125416598
CPT-A0,-11.7233,2.696805165863461
CPT-A0,-11.7433,2.756695828764972
CPT-A0,-11.7633,2.7759557720336563
CPT-A0,-11.7833,2.7687638066249187
CPT-A0,-11.8033,2.7090817453358156
CPT-A0,-11.8233,2.643072147964969
CPT-A0,-11.8433,2.5973781137965553
CPT-A0,-11.8633,2.586115444554394
CPT-A0,-11.8833,2.527271642095135
CPT-A0,-11.9033,2.485320105226404
CPT-A0,-11.9233,2.424268573244054
CPT-A0,-11.9433,2.3623742125392986
CPT-A0,-11.9633,2.3135224672652583
CPT-A0,-11.9833,2.270921801571771
CPT-A0,-12.0033,2.212619725615433
CPT-A0,-12.0233,2.1481968404610403
CPT-A0,-12.0433,2.106304525251022
CPT-A0,-12.0633,2.0811161855367297
CPT-A0,-12.0833,2.0707212982356205
CPT-A0,-12.103299999999999,2.069005121083143
CPT-A0,-12.1233,2.075047189356905
CPT-A0,-12.1433,2.073965006036351
CPT-A0,-12.1633,2.0696404018544565
CPT-A0,-12.1833,2.0668325135777774
CPT-A0,-12.2033,2.064580882329476
CPT-A0,-12.2233,2.0661994118910103
CPT-A0,-12.2433,2.072023710187438
CPT-A0,-12.2633,2.079563051754164
CPT-A0,-12.2833,2.0908062108326693
CPT-A0,-12.3033,2.1029566217004017
CPT-A0,-12.3233,2.1094264143907795
CPT-A0,-12.3433,2.114955731397338
CPT-A0,-12.3633,2.125261441318313
CPT-A0,-12.3833,2.143081030969762
CPT-A0,-12.4033,2.156375985956846
CPT-A0,-12.4233,2.1682226401347235
CPT-A0,-12.4433,2.1809601438947945
CPT-A0,-12.4633,2.193565516203743
CPT-A0,-12.4833,2.204430723998344
CPT-A0,-12.5033,2.2184821422794063
CPT-A0,-12.5233,2.2289523711296844
CPT-A0,-12.5433,2.227166758852715
CPT-A0,-12.5633,2.2170374780525215
CPT-A0,-12.5833,2.197330805552098
CPT-A0,-12.603299999999999,2.1861184432826213
CPT-A0,-12.6233,2.1985827613938302
CPT-A0,-12.6433,2.2150414356426857
CPT-A0,-12.6633,2.227955615654424
CPT-A0,-12.6833,2.241008764402956
CPT-A0,-12.7033,2.23573852201795
CPT-A0,-12.7233,2.2221912314625465
CPT-A0,-12.7433,2.210832784349399
CPT-A0,-12.7633,2.200317867676651
CPT-A0,-12.7833,2.199323809025433
CPT-A0,-12.8033,2.192222247135198
CPT-A0,-12.8233,2.193236224721588
CPT-A0,-12.8433,2.196369981386335
CPT-A0,-12.8633,2.1927955280403513
CPT-A0,-12.8833,2.191142975209684
CPT-A0,-12.9033,2.188920897404382
CPT-A0,-12.9233,2.187566696485126
CPT-A0,-12.9433,2.1812953318158033
CPT-A0,-12.9633,2.177298644166316
CPT-A0,-12.9833,2.174730663763941
CPT-A0,-13.0033,2.1751928841208943
CPT-A0,-13.0233,2.180561373796106
CPT-A0,-13.0433,2.1906773603490994
CPT-A0,-13.0633,2.2051093250417027
CPT-A0,-13.0833,2.2182014620029875
CPT-A0,-13.103299999999999,2.2209699249492556
CPT-A0,-13.1233,2.2163961088220416
CPT-A0,-13.1433,2.2140926766857665
CPT-A0,-13.1633,2.207756152052592
CPT-A0,-13.1833,2.209713054441998
CPT-A0,-13.2033,2.2098451298307236
CPT-A0,-13.2233,2.200996311418649
CPT-A0,-13.2433,2.194202693206719
