depth,B0,B12,A0,A1,A2,A3,B9,B13,A4,A5,A6,A7,A8,A9,B21,B3,B5,A10,A11,A12,A13,A14,A15,B1,B4,A16,A17,A18,A19,B2,B6,A20,B14,B15,B16,B17,B18,B19,B20,B22,A21,A22,A23,A24,B10,B7,A25,A26,B11,B8,A27,A28,A29,B23
21.0,0.0,0.0,2.1493218166278436,2.112700316461918,2.14661851352326,2.0158584404698314,0.0,0.0,2.151910396906739,2.1966713109635116,2.0522044636951335,2.626794025670551,1.8619239297548236,2.120167506709378,0.0,0.0,0.0,2.1201930724382,2.016886702147169,2.09617871920405,2.1539312982398213,2.1082983596299862,2.2579725370283357,0.0,0.0,2.240924400815442,2.2565323397738015,2.303760438591001,2.142309139882928,0.0,0.0,2.3065739275034702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.353234890885139,2.3382649380478773,2.1121980097256463,2.2301762988870726,0.0,0.0,2.6545863540870536,1.9791199742197232,0.0,0.0,2.1196683329590615,2.0574703292099716,2.0737198731983377,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2501085941920618,2.3727216588587425,0.0,0.0,2.4315188243418167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1255926603210553,2.236120311259366,2.136667378810856,2.3635207749363554,0.0,0.0,2.452148043438149,2.139859074989287,0.0,0.0,2.098720219525281,1.9592117294578126,2.165274423696769,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2682877209190675,2.2169920911126213,0.0,0.0,2.4730112458163798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4751232134598378,2.3011768586116297,2.3076529771414442,2.266012444081176,0.0,0.0,2.2597567505074725,2.485790835139812,0.0,0.0,2.2456077797727017,2.032664500072535,2.1172912319227133,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3741004414532143,2.430259406763973,0.0,0.0,2.3476328243794025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.393135900618697,2.1788920225612722,2.2686191234123916,2.124922047671635,0.0,0.0,1.854719973017735,2.2843513170776264,0.0,0.0,2.133772798504631,2.1260309742232386,2.224112655723194,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2691197142964485,1.965938750883023,0.0,0.0,2.0499232307589206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.599908000299285,2.3768066199546336,2.4089425676494995,2.5155296082464624,0.0,0.0,2.0320684936134272,2.076748508345037,0.0,0.0,2.1167840480294866,3.214903363048891,2.939144377894755,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46413985386041,2.0930014669283485,0.0,0.0,2.269103978133589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625309902242665,2.087971933048101,2.3208644144270574,2.254127788264014,0.0,0.0,2.1357122865903158,2.2450099534441876,0.0,0.0,2.7323126046298505,3.119039259022964,3.099928727691462,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.002945925622973,0.0,0.0,2.3062734446670534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6567826322401715,3.291822141002171,2.467967589505684,2.1419849793343966,0.0,0.0,2.1163673162616696,2.3774577255319165,0.0,0.0,3.1312067911145416,3.2677455673579208,3.2659964311143668,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.040447565677887,0.0,0.0,2.261803602229643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4387465616580832,3.453995858724321,2.212075748998089,2.190164521476979,0.0,0.0,2.1450555812806367,2.6901461936085127,0.0,0.0,2.7770894391553558,2.6044882874215696,2.4028291698490145,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.179981541639393,0.0,0.0,2.4002637102559965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1863225956512937,0.0,0.0,2.400557097733776,3.315959023883434,0.0,0.0,2.937879494005848,2.4580461931523163,2.5374646540052272,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218594022200292,0.0,0.0,0.0,3.115707048357442,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.496169975783813,0.0,0.0
