depth,B0,B12,A0,A1,A2,A3,B9,B13,A4,A5,A6,A7,A8,A9,B21,B3,B5,A10,A11,A12,A13,A14,A15,B1,B4,A16,A17,A18,A19,B2,B6,A20,B14,B15,B16,B17,B18,B19,B20,B22,A21,A22,A23,A24,B10,B7,A25,A26,B11,B8,A27,A28,A29,B23
20.0,0.0,0.0,2.162982456140351,2.2115789473684213,1.7621052631578946,1.9640350877192982,0.0,0.0,1.8717543859649122,1.9771929824561405,2.033333333333333,2.114912280701754,2.0987719298245615,2.0628070175438595,0.0,0.0,0.0,2.1356140350877193,2.042982456140351,2.138421052631579,2.319298245614035,2.0071929824561403,2.4105263157894736,0.0,0.0,2.2626315789473685,2.2524561403508776,2.3326315789473684,2.2536842105263157,0.0,0.0,2.1973684210526314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2742105263157892,2.285263157894737,2.2226315789473685,2.334035087719298,0.0,0.0,2.6698245614035088,2.26719298245614,0.0,0.0,2.227719298245614,2.012982456140351,2.5819298245614033,1.9507017543859648
21.0,0.0,0.0,2.149642857142857,2.1158928571428572,2.159642857142857,2.017142857142857,0.0,0.0,2.153035714285714,2.1989285714285716,2.052857142857143,2.6276785714285715,1.8680357142857142,2.130535714285714,0.0,0.0,0.0,2.1219642857142857,2.02,2.105714285714286,2.1567857142857143,2.112142857142857,2.2583928571428573,0.0,0.0,2.2423214285714286,2.259464285714286,2.306964285714286,2.1455357142857143,0.0,0.0,2.309285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.358214285714286,2.3414285714285716,2.113392857142857,2.2308928571428575,0.0,0.0,2.667678571428571,1.9817857142857143,0.0,0.0,2.120892857142857,2.06,2.080178571428571,1.4903571428571427
22.0,0.0,0.0,0.39842105263157895,0.6864912280701755,1.3791228070175439,0.9491228070175439,0.0,0.0,1.0135087719298246,0.8726315789473684,1.1140350877192982,1.3671929824561404,0.6471929824561403,1.2033333333333334,0.0,0.0,0.0,1.1059649122807018,1.2682456140350875,1.2191228070175437,1.08,1.0042105263157894,0.9668421052631578,0.0,0.0,1.7198245614035088,0.8242105263157894,2.2512280701754386,2.3742105263157893,0.0,0.0,2.433859649122807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.150877192982456,2.2398245614035086,2.139473684210526,2.368245614035088,0.0,0.0,2.4594736842105265,2.142280701754386,0.0,0.0,2.099473684210526,1.9603508771929823,2.1675438596491228,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2694642857142857,2.2183928571428573,0.0,0.0,2.4810714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4755357142857144,2.31,2.3160714285714286,2.2694642857142857,0.0,0.0,2.265892857142857,2.493392857142857,0.0,0.0,2.246785714285714,2.03625,2.119464285714286,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3928070175438596,2.4419298245614036,0.0,0.0,2.3517543859649126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.395438596491228,2.1824561403508773,2.270175438596491,2.1271929824561404,0.0,0.0,1.8568421052631578,2.284736842105263,0.0,0.0,2.136140350877193,2.1264912280701753,2.2840350877192983,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2739285714285713,1.9769642857142855,0.0,0.0,2.052142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.603214285714286,2.380357142857143,2.416607142857143,2.5219642857142857,0.0,0.0,2.0348214285714286,2.080178571428571,0.0,0.0,2.12,3.2475,2.955357142857143,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4664285714285716,2.09375,0.0,0.0,2.284642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,2.090535714285714,2.330357142857143,2.2553571428571426,0.0,0.0,2.1380357142857145,2.245892857142857,0.0,0.0,2.767857142857143,3.1260714285714286,3.103214285714286,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182456140350877,2.0036842105263157,0.0,0.0,2.3198245614035087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.713859649122807,3.3012280701754384,2.4994736842105265,2.1442105263157893,0.0,0.0,2.1185964912280704,2.4073684210526314,0.0,0.0,3.1540350877192984,3.271578947368421,3.2782456140350873,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0417857142857145,0.0,0.0,2.262857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.440714285714286,3.459285714285714,2.2166071428571428,2.1912499999999997,0.0,0.0,2.1471428571428572,2.73,0.0,0.0,2.7973214285714287,2.624642857142857,2.403035714285714,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.181578947368421,0.0,0.0,2.4003508771929822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8982456140350878,1.464561403508772,1.7742105263157895,2.186842105263158,0.0,0.0,2.467543859649123,3.3426315789473686,0.0,0.0,2.9570175438596493,2.4589473684210525,2.539473684210526,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2860714285714285,0.0,0.0,0.2942857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3867857142857143,0.0,0.0,2.6733928571428573,3.2478571428571428,0.0,0.0,1.5714285714285714,3.1357142857142857,2.4676785714285714,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4920689655172414,0.0,0.0,0.0,3.4962068965517243,0.0,0.0
