CPT000000207200,CPT000000207202,CPT000000207203,CPT000000207204,CPT000000207205,CPT000000207207,CPT000000228091,CPT000000228096,CPT000000228097,CPT000000228098,CPT000000228099,CPT000000228100,CPT000000228101,CPT000000228102,CPT000000228106,CPT000000228107,CPT000000228108,CPT000000228112,CPT000000228113,CPT000000228114,CPT000000228116,CPT000000228117,CPT000000228118,CPT000000228121,CPT000000228122,CPT000000228123,CPT000000228127,CPT000000228128,CPT000000228132,CPT000000228135,CPT000000228140,CPT000000228141,CPT000000228143,CPT000000228144,CPT000000228145,CPT000000228146,CPT000000228148,CPT000000228151,CPT000000228152,CPT000000228155,CPT000000228158,CPT000000228159,CPT000000228160,CPT000000228162,CPT000000228166,CPT000000228167,CPT000000228169,CPT000000228171,CPT000000228172,CPT000000228174,CPT000000228175,CPT000000228176,CPT000000228177,CPT000000228178,CPT000000228179,CPT000000228181,CPT000000228183,CPT000000228184,CPT000000228186,CPT000000228187,CPT000000228189,CPT000000228190,CPT000000228191,CPT000000228192,CPT000000228193,CPT000000228195,CPT000000228196,CPT000000228198,CPT000000228200,CPT000000228201,CPT000000228208,CPT000000228209,CPT000000228211,CPT000000228213,CPT000000228214,CPT000000228216,CPT000000228218,CPT000000228221,CPT000000228222,CPT000000228225,CPT000000228226,Depth
0.0,0.0,0.0,0.0,0.0,0.0,1.1625163441379,0.0,0.0,2.0138272380181315,0.0,2.0347938457682124,1.6753771146056589,0.0,0.0,1.5237763784251674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2029218076708017,0.0,0.0,0.0,1.653543935289993,0.0,0.0,0.0,0.0,1.7479473180404752,0.0,0.0,1.4224358492842837,0.0,1.8626868201429239,0.0,0.0,0.0,1.1865281710800795,0.0,1.8938340290254858,0.0,0.0,0.0,1.8523795356269612,0.0,1.7018132037434948,0.0,1.9625845901128718,1.9537451033306001,1.7060552192254836,0.0,0.0,1.356484655870577,0.0,0.0,0.0,2.4558356913664174,1.6767482631327997,0.0,0.0,0.0,0.0,2.3491200394156717,0.0,2.0185514413343326,0.0,1.8568016611439426,0.0,0.0,1.4341126008699876,0.0,1.8386545605692608,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1.6291689772421423,0.0,0.6098738961146479,2.138550963340372,0.5939486297698436,2.3994360903283414,1.8994428914573256,0.9013936283839766,0.056935211080151794,1.6994055604373999,0.8446952601008342,0.5868577244905071,0.7019197318240852,0.0,1.4532162838987972,0.061512497016303375,0.8392123312539813,1.1827345052637483,2.13305054745238,1.1881809115156965,1.4673316352755434,1.2491640289214119,2.0544935679414023,0.03781102150124124,0.0,1.341529696458106,0.0,1.9797821251997914,0.016477342406792977,0.840742917878306,1.7304606351924534,0.036770000129480444,1.833993933011383,0.3304875567719021,0.0,0.9020551403125747,2.224216119821253,0.5787165885033838,2.342751363258645,0.060569861969432745,0.0,0.019842350609167905,1.7420460906589463,0.6352425288918113,1.7928020033961565,0.0,2.029998064942117,2.387221606197392,1.8245470794429652,0.7109753209204278,2.1710858411467493,1.7435527257039365,0.019573385562260775,0.0,0.0,2.4938168209560003,1.8619001897813,0.02554843038267003,0.021905251773107565,0.0,0.06523283911443369,2.105912868050684,0.005749203414626052,2.036825502883786,1.1519398387438096,2.287888353205856,0.0,0.0,1.7299321905311622,0.0,1.9968394261742577,1.0914618959605862,0.0,0.3514088915477834,0.04363277743227883,1
0.0,0.0,0.0,0.0,0.0,0.0,1.6880516866690625,0.0,1.9109978396176475,1.8449516518435487,2.0866434452423035,2.3770064289726482,1.8357109269925707,2.1113727700249267,1.7842413840813627,1.7737372503221032,1.857665143488862,1.9017869079724599,2.2489939751032644,0.06929759668186614,2.4376949569309647,1.9275572373026568,1.9418067343068333,1.9332556035024504,1.7876003143398518,1.8385118457058391,1.8896883680830883,2.2364057788485385,2.3847518967799464,1.215140848513979,0.0,2.5728510763859647,0.03885575419284358,1.9046263915233554,0.7066351519788086,1.9167717225857857,1.7805847275847737,1.2675698487829425,1.8404689737381892,1.7464303218799886,0.0,1.8933866425332633,2.041135647496348,1.7519633497509783,2.390928370275824,1.8848973395803577,0.0,0.723111963616682,1.7492903213403022,1.938714537008703,1.782657794957252,0.060830634045849125,2.038840012415973,2.365479898823752,2.044940030544008,1.6620665621430237,2.0267801618382992,1.7528626123060123,0.7088389873024894,0.08030261325452107,0.0,2.3803752219705427,1.8585602682828684,0.8746289391569251,0.7629975416135947,0.0,2.106063358786571,1.9139133157106167,0.2992085856353273,2.086359503775902,1.7042889104470627,2.1001181262564073,0.0,0.0,1.7272255676599468,0.0,2.4297491359838865,1.7517749922500405,0.0,1.7924084773677689,1.403418897024314,2
0.0,0.0,0.0,0.0,0.0,0.0,2.6345084951380224,0.1187639298669388,1.8538097080358868,2.089649718758497,2.2299933841018253,2.476193514572355,1.760071570648148,2.0959279172224625,2.0792268217292817,1.94134860990311,1.8910010816909764,1.9140638242780166,2.16460566609075,1.159165843455955,2.0092240025135917,2.196998165386529,1.7953011765174853,1.870249915577996,1.9476321049064,1.838387827226695,1.848722374176734,2.1977094027421358,2.327086586700998,1.8476012876354524,0.0,3.107433838873018,0.7295551454913977,2.1134092003569878,3.5888345756662767,1.8275621909994415,2.6129471099764014,3.158966640786874,2.206771808555169,1.9437613243831435,0.0,2.3573141141447627,1.81933793803588,1.772020029990371,2.3577676715182645,2.016193923358654,0.0,2.245302242193757,1.7207177722781948,2.0103938883760586,1.7779556100096634,1.0486982676570382,2.2019944438626116,1.9015743097808062,2.086948694922988,1.7579183698833742,1.9340392913126463,1.8343487865701287,2.1742093874099293,1.462835872487602,0.0,2.2868318759450634,1.8805840677865147,2.0568992797846324,1.9789229880444088,0.0,3.3447717067885723,1.7941266095140742,2.034351010909909,2.113837376433962,2.6466741778355583,1.7438787916809275,0.1722955392003951,0.0,1.7166128755454995,0.0,2.542305821234119,1.7945099509473907,0.020368147402289073,1.740561054415471,2.159986098775808,3
0.14611591120775969,0.0,0.0,0.0,0.0,0.0,3.5946565161576007,1.3027432145974094,1.7865804341633063,2.011444415364568,2.4014232818612156,2.7202199697489,1.8127295803523773,2.4217000162501994,2.2197380127607653,2.7340126809387892,1.8963087542347747,1.7716591869575007,2.171467138035092,1.9218081713087294,1.8578862264600904,1.9413397887699453,1.8179052650156626,1.9660816881516066,2.0065366376295204,1.849296191973302,1.9162027198892047,1.9447903536567812,2.321284603174458,1.940796027498718,0.0,2.0237550319261617,1.9196828499043181,1.8743013742298513,3.932459348351299,1.7255556706623238,3.150211630450748,3.4082008061292455,3.4149252414722895,1.9665434458961204,0.05637490666189714,2.2949178654143783,1.788753337045234,1.7124346794147358,2.212143224918911,2.2890154211716256,0.0,1.832031677039998,2.0037856842736983,2.328627584945243,1.7156661933878348,2.0396718800361064,1.9374045638859796,1.7697426098780282,2.071517398116564,1.668899638055321,2.191350207181619,2.1193972598561843,2.0065926025593233,3.4130344845209613,0.07628106565561778,2.0685655790481596,2.4439214317190747,1.9566688437607043,1.9781901322042064,0.0,3.5576204943214162,1.861828603985493,1.831036322337299,1.772609896995569,3.5341725172792735,1.8125332569529022,1.8245073732421964,0.0,2.0051899531171893,0.0,2.163904213187185,1.738235180643094,0.4397957746339748,2.1008337343750356,2.337219953015773,4
1.2430342239364427,0.16978055720870164,0.0,0.02981961733758147,0.0,0.0,3.2875598018337113,1.799646853721838,1.9241770763389867,1.942656141582247,2.182186165595311,2.8987040811801768,2.01706808407654,2.2971610971610747,2.1704245615311946,3.194958356436788,1.9602421499259604,1.8353862527575273,2.210802762928997,1.753117083823194,2.1632046512149796,2.0954143158814924,1.7308042966253365,2.062760335807008,1.8230001779457028,2.0625773834074614,2.1062940712489127,1.864163632600015,2.2086866411870414,1.984781197827045,0.0,1.9627517420777045,1.8976530814327717,1.735689674692217,3.3683235503138382,1.7370801205292057,3.320133132081745,2.4693370824069665,3.6389211104648296,1.8429075156079489,0.6804629753568838,2.602313271092718,1.7979352480610027,1.8953927418776468,2.27000538089197,2.3736854490652104,0.0,1.7979397636151289,2.9465140338502995,2.4875750274917037,1.8439292390369684,2.028851697221287,1.8948431288229115,2.152160255413393,1.9432597322555427,1.7005361791524534,2.6343487356634063,2.9981073709319683,1.7921726554542883,2.771567796183946,0.8434443516232524,2.542483784974507,3.122260540845771,2.2517806659013684,2.023356538416099,0.059828308656689304,3.4585963136893043,2.3225473855020535,1.6857989420702644,1.6462221674869237,3.1769994502985144,2.0407954281436345,2.074911701376325,0.0,3.458909791219947,0.0,2.250511165504546,1.7951746362387286,2.0065911967440595,2.767587300328746,2.2549814126123757,5
1.8137788455001178,1.2331167918432864,0.22530837874755766,0.4956063105377641,0.23269412811086648,0.3595651025563726,2.6949433357490182,1.7314573466243373,2.053726397564429,1.8040034411824288,1.8683979968640712,2.478154506083736,2.795865400504981,2.7730039368718793,2.1612457004331738,3.402154342536728,1.8599869487783296,1.7747638625672328,2.3275812378156213,2.0179866994122087,1.8694313950613168,1.957796730829927,1.8637834218950804,2.229695446361662,1.70171181134155,2.0627251021167035,1.9708709814364436,2.0161714575967307,1.984668673318934,1.8722023770104441,0.0,1.8747901069479829,1.73172308669897,2.02911293293112,2.222798282420622,1.910172173835418,3.379868090924697,1.879838307102931,3.5520086860345317,2.0086786608657516,1.9131386030151445,2.4059977167037316,1.8468139266856494,1.791821986553411,2.094852821952448,1.8922858347384417,0.0,1.8400343389147176,3.3081084511049244,2.214994101199141,2.455060021652968,1.8797373029151527,1.843391277772916,2.1566237119337734,2.0083653902004084,1.8493484871455719,2.3136183575238656,2.6207173836058506,1.8036846644231057,2.455502168256322,2.1661978254327687,3.2008180870491394,3.157061070986018,2.030224862228299,1.8857424701949816,0.7028541497204432,2.878068581590349,2.2880363539233217,1.8128451079652637,1.9347358129605288,2.3895997880931676,1.9488846175079877,1.798775805472283,0.0,3.2100183715143693,0.141375463804253,2.3943325444678543,1.9210315161773723,2.105449792803838,2.3121582098217446,2.129035445681564,6
1.7669551622371467,1.9454988705121292,1.26324444652864,1.7831757512640192,1.5557926649982692,2.0702897293688154,2.0175241649442075,1.7257121679682552,2.0708243635689163,1.9332128571857303,1.7429629201786212,2.1313510986188366,2.1019230205160273,2.188901221972516,2.0707397652365995,3.229185647641101,1.9755213418899469,1.7945488679503192,2.3329513353750446,2.1833036455476273,1.9174351467634547,1.9465039386210028,2.0270116600231796,2.1229174524948218,1.7517678796729967,2.1269598909905847,1.8431005003751688,1.970334829857849,1.7727749121553826,1.8185661212570297,0.0,1.8846461221076234,1.8035783887629027,2.384782649729949,1.8254590350599265,1.9603764120661793,3.0725372453439026,1.9913962195609076,2.9670700933373277,2.055052631419513,1.7365159815218867,2.3321156653674944,1.7470030524980145,1.779086334962999,2.0495126634732004,1.9486027712917613,0.0,2.099527397928585,2.918814364494159,2.0694518525124552,3.250574157720659,1.9536107751921339,1.821423432601017,1.8668745142595258,2.1187688422041355,1.9462239717689298,2.042705912280941,2.705079688701952,1.8567810345338056,2.3802317084882985,2.1868209725768057,2.250177295523148,2.699802896364512,1.6858304645993039,1.7255890829836007,2.094257838532539,2.3307709645535555,1.9482192181645543,1.8375413867775523,2.2277469981157747,2.6087835314522043,1.9787351640945283,1.7161036224366022,0.02860947719277261,2.5688293856136935,0.9608038518303424,2.1071190674716758,1.9420075944856492,2.1741302077656592,2.5254005348441666,2.1315394034579076,7
1.6567642706977639,1.816547248678713,1.6032070427563185,1.7422960990057554,2.5958932060660524,2.7169678228960836,1.860137710121998,1.757572457245847,1.9755900939759712,1.9852473229145482,1.728140357153217,2.074132136894896,1.9396833052627258,1.9656270638413367,1.9995324133602965,3.304171410552113,1.9674072560637272,1.7522879666423146,2.1464874713208637,2.025037787395437,1.9423845157723418,1.828715932250349,1.9455233648891535,1.8794667940263663,1.8758542451706224,2.3068532927773204,1.8397542506078592,1.8993435286917342,1.7476606214728652,1.895751521784886,0.0,1.9046393547945442,1.7416759428787554,2.4314793341176117,1.7942044466260822,2.1244252001780466,2.222430063708057,2.089655035598182,1.8225022257103174,1.955526641124798,1.6446996299413807,2.45646253457625,1.6916989950164931,2.0310031683091228,1.9023854728442677,2.4744671116952395,0.0,2.116050708057549,2.8172552222397544,1.8301706848178227,3.342888266355627,1.8851578363180914,1.8728053133833165,1.7557242556087103,1.8275719945716307,2.0177868398433425,1.9476833229945238,2.5698129855174394,1.8492189615175445,2.022699758163714,2.1865749574885234,1.7286022961236438,2.7842976642047397,1.807404724084506,1.6407264129338428,2.192126124581249,1.975196330856435,1.9687116667382558,1.8140871729351336,2.428537867505255,2.5926955450633016,1.9125261576674717,1.959446941939941,0.5931167471792109,2.5280179572999453,1.7381327223935774,1.95902031110486,1.9921676706753186,2.283819990379231,1.9653357951016384,2.1512741283812398,8
1.6044276373268809,1.804085726680058,1.6242120299701004,1.6640401648948409,2.0131309326922566,2.3855021870546045,1.7311328207343408,1.8700982990692385,1.8133789611679814,1.989383394901108,1.7631559844336522,1.9154883425348561,2.2660715983499937,1.8717239908049204,1.9641230227976463,2.788238586687548,2.174255279829207,1.8300502646498549,1.9323097938403566,1.9622215137680992,1.8716006623182342,1.7809786659924454,1.830290983267367,1.844947283827985,1.903197431656336,2.3175195263190846,1.990971598330818,1.7399889429337256,1.7220212351257478,2.2173762970820805,0.0,1.8586194298776522,1.7476029209100379,2.186507782739079,1.8514551136633386,2.221390663639244,2.207545016407765,1.991738651447124,1.708760609895391,1.8350631651415916,1.715750120199703,2.1659894918288782,1.8995732289233875,1.9317521391605554,1.8259586535504615,3.0421651526148334,0.4469776214164892,2.062501382975279,2.4586663146745416,1.7978933123128311,2.781438330596335,1.9204674352926425,1.7850001843224816,1.8454646240134365,1.753722207048776,2.1667047841773863,1.9420169753759813,2.368875634633504,1.879476477710664,2.0625809565907063,2.3414423341723873,1.7588392909136723,3.2948291353801284,1.8953229804365592,1.7690734625088473,2.455560923641039,1.7151155063342052,1.950624062945775,1.8176142987496045,2.106804599642293,2.3409548863985754,1.9094464037004941,2.35604701603784,1.8889976829453239,2.2036984331498175,1.6975788933267635,1.8326712745528813,1.795198005081081,1.9160909870030538,2.0759703712395954,1.8802505723550649,9
